,-3,Invalid: other,,
,-2,Invalid: subject,,
,-1,Invalid: object,,
,0,Unclear,,
,1,Valid: but grammar issue or pragmatically strange,,
,2,Valid,,
Sentence,Valid/Invalid,Reason Why,"Correct Type 
(exact SUMO term,
if more than one, 
separate with commas)","Invalid 
Preposition"
Some wine is working.,-1,wine has no agency; work requires agency,SentientAgent,FALSE
2 women has not massaged a girl.,1,grammar and pragmatism,,FALSE
A boy wasn't massaging a girl.,2,ok,,FALSE
A human child is directing some life threatening agent to a lemur.,2,ok,,FALSE
A Methodist church in GB protected a saddle.,2,ok,,FALSE
A man will dodge a left metatarsal 1 bone.,-1,"""bone"" is not in class ""dodge""-able (e.g, ""moving object"")","Object, Physical",FALSE
An angel grants an american express card.,0,"typically grant: wish, exception",,FALSE
A woman shared some oil from plant a joint forces.,1,grammar or pragmatism,,FALSE
Five human babys were expressing a subjective emotional feeling to a girl.,2,ok,,FALSE
9.972 liquor shots of freshwater doesn't freeze.,1,"unclear if subject ""shots"" is liquor or freshwater",,FALSE
A teenager will be borrowing a human baby.,-1,"""baby"" is not in class ""borrow""-able (e.g, ""object, money, etc"")","Object, Physical",FALSE
A teenager is imagining 0 ivories.,1,grammar or pragmatism,,FALSE
A grassland doesn't smoothen a toilet.,-1,grassland has no agency; smoothen requires agency,AutonomousAgent,FALSE
Five mules kill a chordopoxvirinae.,1,grammar or pragmatism,,FALSE
A consumer price index minifies.,1,CPI has no agency; minimification requires agency,,FALSE
A teenager will nod a head.,3,ok,,FALSE
A tick borne encephalitis virus is penalising a barley grass.,1,virus has no agency; penalization requires agency,,FALSE
A human child will be paring an eyelid from a vaccinia virus.,-3,virus does not have an eyelid,,FALSE
6 girls are judging a question.,3,ok,,FALSE
A shigella dysenteriae will shut.,-2,"shigella has no agency; shut requires agency (as well as an object e.g., door)",TransitwayObstacle,FALSE
Zero men will be tasting some soda.,3,ok,,FALSE
A man plays.,3,ok,,FALSE
A teenager will be studying a twenty foot heavy duty container.,3,ok,,FALSE
A human baby will be showing a llama to a deity.,1,baby has no conscious agency; show requires conscious agency,,FALSE
A human child thinks a golf package.,1,grammar or pragmatism,,FALSE
A human adult was befriending 6 women.,3,ok,,FALSE
A bordetella pertussis won't pull some boulder.,-2,"pertussis has no agency; pull requires agency (also syntax ""some boulder"")",AutonomousAgent,FALSE
An angel will be awarding a currency bill.,3,ok,,FALSE
A virus eliminates some urine from a hyoid artery.,1,"pragmatically, urine should not be in an artery",,FALSE
A woman has not shot an automatic gun.,3,ok,,FALSE
A human baby was not granting a death certificate.,1,baby has no conscious agency; show requires conscious agency,,FALSE
Six reindeers ducked to avoid a a button.,1,duck something potetentially hazardous; button does not seem hazardous,,FALSE
An egg yolk will dissever from some adrenaline.,-3,"egg yolks and adrenaline are not ""combined"" therefore cannot be separated","Object, Physical",FALSE
A human baby dumps a below the line.,-2,baby has no conscious agency; demp requires conscious agency,"Object, Physical",FALSE
A girl doesn't iron an offshore well production ship.,-1,"iron refers to small items: clothes, beads, fabric; offshore well is large",WearableItem,FALSE
0 human youths will read a a british pound coin.,1,grammar; coin can be read for its date,,FALSE
2 girls will xerox a two dimensional object.,3,ok,,FALSE
A man plugs a worker insect.,-1,plug ,Cable,FALSE
A deity will impersonate.,1,impersonate requires an object,,FALSE
A woman looks for a some bauxite.,3,ok,,FALSE
A rattlesnake kills.,1,grammar or pragmatism,,FALSE
5 men caught some riboflavin.,1,?,,FALSE
An alligator is imbibing some processed milk.,1,grammar or pragmatism,,FALSE
Six men conveyed a diode to a left humerus.,1,grammar or pragmatism,,FALSE
An automated notification system constricts a permanent magnet dc motor.,-3,#N/A,,FALSE
A dachshund is kicking a L1 vertebra bone with a foot.,1,grammar or pragmatism,,FALSE
A human baby is injecting some histone into a poodle.,-2,injecting requires agency; baby has no conscious agency,HumanAdult,FALSE
A boy doesn't find a heart palpitations.,1,grammar or pragmatism,,FALSE
A teenager bound a die to a medulla.,1,grammar or pragmatism,,FALSE
A deity isn't lending a seat belt to 7 women.,1,,,FALSE
A human child shoots some receptor protein into a warm blooded vertebrate.,1,grammar or pragmatism,,FALSE
A conifers will be hiding a TV.,-2,hiding requires agency; a tree has no consious agency,SentientAgent,FALSE
A kangaroo sprays some schnapps.,1,grammar or pragmatism,,FALSE
Some tissue is compounding with a right atrium.,1,grammar; within vs with,,FALSE
A girl canvass some tapioca starch.,1,canvas takes a conscious entity object; starch is not conscious,,FALSE
A political coalition doesn't attack.,3,#N/A,,FALSE
0.416 liquor shots of wood alcohol won't be poisonning a vaccinia virus.,1,grammar or pragmatism,,FALSE
A teenager will be vandalising some firm cheese.,1,grammar or pragmatism,,FALSE
Five boys are borrowing null.,NULL,,,FALSE
Nine crustaceans punches an anti-vaxxer.,1,grammar or pragmatism,,FALSE
8 salmonella partyphis lost an anaconda.,-1,salmonella cells can lose only something related to organic processes referring to itself; either anaconda wrong or partyphis wrong,SentientAgent,FALSE
A human adult is paying a deity.,1,"assume missing word is ""respect"" eg paying a deity ""respect""",,FALSE
A speedometer made.,-1,made needs object,UnitOfMeasure,FALSE
A human child has not took a sludge disposal vessel.,1,grammar or pragmatism,,FALSE
A teenager will ideate an altimeter.,2,--,,FALSE
A human child smoked a cigar or cigarette.,2,--,,FALSE
3 antelopes will kick an air launch missile with a foot.,1,grammar or pragmatism,,FALSE
A coral drinks some lungo.,-2,coral has no agency; drink requires conscious agency,SentientAgent,FALSE
3 rodents will be seeing some food.,2,--,,FALSE
A deity borrowed null.,NULL,,,FALSE
Some steam boils.,2,ok,,FALSE
2 human children doesn't interview a human child.,1,grammar or pragmatism,,FALSE
An arthropod is ducking to avoid a a valve.,1,grammar or pragmatism,,FALSE
A man was massaging a human child.,2,--,,FALSE
A mouse will be finding from a school.,1,grammar; finding needs object,,FALSE
A human child grows a tea tree.,2,--,,FALSE
A human youth will be posting some immunosuppressive to a hijab.,-1,"""posting/sending to"" requires object to be a location or entity, not an item as an item cannot consciously ""receive"" something",StationaryArtifact,FALSE
0 fishes has not nodded a head.,-2,fish does not literally choose to nod; nodding ususally requires conscious agency which a fish doesn't have,,FALSE
A shea nut will be working.,-2,shea nut does not have agency and cannot choose to work,SentientAgent,FALSE
A crustacean drinks some processed gaot milk.,1,grammar or pragmatism,,FALSE
A carburetor isn't radiating a L1 vertebra bone a shea nut.,-1,"an object cannot radiated (unless in scientific sense, e.g., radiating particles)",,FALSE
Two boys were generating a rope.,1,grammar or pragmatism,,FALSE
A human child helped a girl.,2,--,,FALSE
A senepol cattle will punch a petroleum product pipeline.,1,punch requires having a fist and some notion of conscious agency,,FALSE
A pottery chills some poultry.,-2,pottery does not have agency to chill; chilling requires agency,,FALSE
A human child tastes some sunflower oil.,2,--,,FALSE
A veil doesn't conceal an Aspen tree.,2,--,,FALSE
Zero human youths produces some chocolate.,1,grammar or pragmatism,,FALSE
A boy won't be pouring 19 teus of Jamesons whiskey into a forty foot high cube container.,1,grammar or pragmatism,,FALSE
A human adult tastes some seafood.,2,--,,FALSE
A moth is burying.,2,bury requires an object,,FALSE
Some duck was working.,1,grammar or pragmatism,,FALSE
A herpesB virus wasn't selling a directional control valve a francisella tularensis.,-2,virus has no agency; selling requires conscious agency,,FALSE
A punching is damaging a golf ball.,1,punching of a piece of paper?,,FALSE
A girl will be wading through an inlet passage.,2,,,FALSE
A human child will befriend a human youth.,2,,,FALSE
7 girls discovered a shoulder girdle bone to a branch to volar carpal network artery.,2,,,FALSE
Zero human adults will be taking from a violin a human child.,-1,violin does not have agency to possess something,,FALSE
A human child will be xeroxing a two dimensional object.,2,,,FALSE
A carnivore kills a tick.,2,,,FALSE
A girl is subjecting four splenic arterys to a woman.,-1,"subtject arteries to surgery, knife, radiation; woman is too macro",ServiceProcess,FALSE
A butterfly was seeing a sword.,1,,,FALSE
A venezuelan equine encephalitis will not infect an einkorn wheat grass.,1,,,FALSE
An angel has not fried some goat meat.,1,,,FALSE
A mollusk is inspecting at a superior thoracic artery.,1,,,FALSE
A girl will be dodging a skate.,2,,,FALSE
