,-3,Invalid: other,,
,-2,Invalid: subject,,
,-1,Invalid: object,,
,0,Unclear,,
,1,Valid: but grammar issue or pragmatically strange,,
,2,Valid,,
Sentence,Valid/Invalid,Reason Why,"Correct Type 
(exact SUMO term,
if more than one, 
separate with commas)","Invalid 
Preposition"
Cindy is envenomming a sheep.,2,,,FALSE
Who places a profile wall?,2,,,FALSE
Eugene isn't substituting an organ with a human corpse.,2,,,FALSE
Bertram will be exchanging seven organisms.,2,,,FALSE
Pearl is shooting Bertram.,2,,,FALSE
Who was choosing?,2,,,FALSE
Jacinta doesn't demo UNK_GPE_1 with null.,NULL,,,FALSE
3 coffea robustas was nodding to an organism.,-2,nodding requires agency; coffe robusta does not have agency,AutonomousAgent,FALSE
Hazel will be stretching a plant spinose structure.,0,,,FALSE
Who steals a tableware from Adam?,1,,,FALSE
Fred will release a right stapes bone.,2,,,FALSE
Sebastian heard a right proximal foot phalanx II bone.,1,,,FALSE
Abraham is pulling UNK_FAC_3.,NULL,,,FALSE
Ralph sat Cindy.,2,,,FALSE
A seaweed dredged a business railcar.,-2,seaweed has no agency; dredging requires agency,AutonomousAgent,FALSE
Who nods a domestic animal?,-1,the subject (nodder) is not in control of the object (dom. animal) and cannot gesticulate with the object,AutonomousAgent,FALSE
Lucy bombards a middle cerebral artery.,2,,,FALSE
Neville is searching a plant.,2,,,FALSE
Who is manducating a fruit or vegetable?,2,,,FALSE
Who pulls a vehicle?,2,,,FALSE
A bacterium infects Hazel.,2,,,FALSE
Gloria is purchasing a product.,2,,,FALSE
Who pilots an aircraft?,2,,,FALSE
Christopher will not be lubricating a gear.,2,,,FALSE
Bertha took a hamster.,2,,,FALSE
A seaweed was dredging nine left proximal foot phalanx V bones.,-2,seaweed has no agency; dredging requires agency,AutonomousAgent,FALSE
Who will be massaging Tim?,2,,,FALSE
Who is matching a currency?,2,,,FALSE
Nancy will be jogging a motor scooter.,-1,"a motor scooter is not sentient and cannot be ""awakened"" or alerted",LandTransitway,FALSE
Who pestles a bone?,2,,,FALSE
Ricky will be partaking some wood artifact.,-1,"partake in an activity, artifact is an object","Planning, 
RecreationOrExercise",FALSE
Bruce xeroxs a text.,2,,,FALSE
Who doesn't reproduce a windmill?,2,,,FALSE
Harriet is inheritting a skylight from Mabel.,2,spelling,,FALSE
Who reproduces a sheepdog?,2,,,FALSE
Bernice isn't transforming a norfolk island pine seed.,2,,,FALSE
Janice is painting a wall.,2,,,FALSE
Who will be extending a weapon?,2,,,FALSE
Who has not examined a fixed bridge?,2,,,FALSE
Who tastes a gallery car?,-1,gallery car is not an edible,Food,FALSE
Who doesn't bind a chest seal?,1,,,FALSE
A vine doesn't smell Edmund.,-2,vine is non sentient and cannot smell,Attaching,FALSE
A monkey is injecting Rowena with a screwdriver.,-1,a screwdriver is on a larger macro scale than rowena and cannot be injected into the micro rowena,MedicalDevice,FALSE
Who is imbibing an automobile?,-1,gallery car is not edible/ingestable,Liquid,FALSE
An organism will poison a small intestine.,2,,,FALSE
A bacterium egested a PATELLA.,-1,"patella is macro, bacteria is micro and can only egest micro objects",InternalAttribute,FALSE
Who was classifying Travis?,2,,,FALSE
Who will fire a thermometer?,-1,"a thermometer cannot be fired; it is not a neuron, weapon, ceramic, employee etc",Process,FALSE
Rita is sorting an easel.,-1,an easel does not have subcomponents that can be rearranged,Painting,FALSE
Who has not took six checks?,1,,,FALSE
Damian was eating a shoe sole.,1,,,FALSE
Larry vandalizes a vehicle.,2,,,FALSE
Who will not lend Stanley an oxygen sensor?,2,,,FALSE
Herbert tastes a shimagh.,1,,,FALSE
Who will reproduce a right hepatic artery?,1,,,FALSE
A seaweed is dredging a FEMUR.,-2,seaweed has no agency; dredging requires agency,AutonomousAgent,FALSE
Belinda studies a motion picture.,2,,,FALSE
Allan refinances a feather.,1,could be expensive feather?,,FALSE
A grasshopper suffers UNK_noun_3.,NULL,,,FALSE
Who will be catching 10 eyes?,1,,,FALSE
Alec won't read a chapter.,2,,,FALSE
Who is nodding a head?,2,,,FALSE
Eugene won't work Lilian.,2,,,FALSE
Who will imagine ten right stapes bones?,2,,,FALSE
Lilian will vandalize a vehicle.,2,,,FALSE
UNK_ORG_3 has not kicked a leg.,NULL,,,FALSE
Who will smell a neck?,2,,,FALSE
Joe doesn't eat a charger.,2,,,FALSE
Amanda raises a smoke detector.,2,,,FALSE
Judy was painting a wall.,2,,,FALSE
Ann stores a RNA virus.,2,,,FALSE
Who was seeking 3 pecss?,2,,,FALSE
Seth will replace a coffea arabica.,2,,,FALSE
Who buried a human corpse?,2,,,FALSE
Who will be designing a positive crankcase ventilation valve?,2,,,FALSE
Alba was planning.,2,,,FALSE
A bacterium fermented a bacterium.,2,,,FALSE
Maria will protect Lilita.,2,,,FALSE
Who will plug a portable computer?,1,plug in?,,FALSE
Who burns Monica?,2,,,FALSE
Who doesn't comprehend Sue?,2,,,FALSE
Who irons a clothing?,2,,,FALSE
Sheila was playing zero borrowed stocks.,-1,"play a game, play a ""sucker"", play an instrument; borrowed stocks is an object that is not playable",Game,FALSE
Maurice is designing a tub.,2,,,FALSE
Florence is shooting a device.,2,,,FALSE
Sharon ducked a scooter.,2,,,FALSE
Tracy kills an organism.,2,,,FALSE
Kelly will search a blackboard.,2,,,FALSE
Who canvass UNK_FAC_1?,NULL,,,FALSE
Rodney was not pilotting an airplane.,2,,,FALSE
A burkholderia mallei selects Lisa.,-2,bacteria has no agency; selecting requires agency,AutonomousAgent,FALSE
Who plans?,2,,,FALSE
Thomas will be paying an occipital lobes.,-1,occiptal lobes is non sentient and cannot receive payment,Transaction,FALSE
Raymond will interpret a text.,2,,,FALSE
A horse isn't shooting a wearable item.,-1,"a horse can ""shoot forward"" ie move quickly, but a horse cannot shoot a wearable item ",,FALSE
Alonso is selling a product to a waist.,-1,"a waist cannot enter into a transaction, it is non sentient",AutonomousAgent,FALSE
Karina is burying a human corpse.,2,,,FALSE
Claire will study a hoisting device.,2,,,FALSE
Lisa will be taking a vehicle.,2,,,FALSE
Mavis solders a curb.,2,,,FALSE
Dorothy is befriending Alba.,2,,,FALSE
Who is rendering a tongue?,2,,,FALSE
Christine flew an airplane.,2,,,FALSE
Who will be stealing a biped?,1,"odd, but a chicken is a biped and could steal a neighbors chicken",,FALSE
Stephen buries a human corpse.,2,,,FALSE
Who was not substituting a planer?,1,,,FALSE
Bill will be drinking a thoracic vertebra bone.,-1,bone is not a liquid; only drink liquid,Liquid,FALSE
Norman has not stole some white oak wood.,1,,,FALSE
Vincent is borrowing a factual text.,2,,,FALSE
Morgan kicks a leg.,2,,,FALSE
Who was not buying a product?,2,,,FALSE
Nicholas will be subjecting a forty foot high cube container to an attaching device.,1,,,FALSE
Who dredges a ball joint?,1,"dredge a swamp, lake, something with liquid; ball joint is solids",,FALSE
Derrick will be storing a nut.,2,,,FALSE
Who sculptured a black current?,2,,,FALSE
Cnythia tastes a buffalo.,2,,,FALSE
Lora will shut a doorway.,2,,,FALSE
Who constricts an animal?,2,,,FALSE
Ida will be stealing a right distal phalanx V bone from Nora.,2,,,FALSE
A bacterium attacks a wrist bone.,2,,,FALSE
Simon wasn't infecting a bacterium with a Bilberry.,1,,,FALSE
Judy places a projection screen.,2,,,FALSE
Kristin has not dumped a ship container.,2,,,FALSE
Who isn't financing a currency?,2,,,FALSE
Who sprayed a deltoid muscle?,1,,,FALSE
Who was inheritting a factual text?,2,,,FALSE
Hamish doesn't make a home base.,2,,,FALSE
Donald doesn't shut a doorway.,2,,,FALSE
Elaine examines a hexaploid cell.,2,,,FALSE
Jessie steals a dorsal carpal branch of radial artery from a wet bar.,-3,"wet bar does not have in stock body-scientific-related itemss, only drinks",Liquid,FALSE
Fiona injects a light fixture.,0,unclear,,FALSE
Lawrence delivers a tibia to a patent.,-3,deliver an object to something that can receive an object; a patent is nontangible/ cannot receive items,,FALSE
Who was borrowing a m2 browning?,2,,,FALSE
An antelope has not compared a red cabbage.,1,,,FALSE
Christian trades a product.,2,,,FALSE
Rosa was writing a text.,2,,,FALSE
